UPM,NVIVI,NHOGA,RONDA,LINEA,P02,P03,P04,P06,ED01,ED02,ED03,AÑOESTU,ED05,ED06,ED07,A01,A01A,A02,A03,A04,A05,A06,A08,A09,A10,A11,A12,RECA13,RECA14,A15,A16,A18,RECB01,RECB02,B04,B05,B06,B07A,B07M,B08,B10,B11,B12,B13,B14A,B14B,B15,B22,B23,RECC01,RECC02,C05,C07,C09A,C09B,C09C,C10,C11,D01,D02,D03,D04,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01GC,E01H,E01I,E01J,E01K,E01T,PEAA,PEAD,HORABH,TIPOHOGA,INGBC,EDAD_QUIN,FEX,trimestre,year
52,63,1,1,3,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1135,1,2010
52,65,1,1,1,1,1,1,1,1,1,1,2, , , ,6,2,1, , , , , , , , , , , , , , ,6,8,1, , ,28,0,10,1,1,1740000,1,0,1700000,6,1,1,6,8, ,6, , , , ,0,1,2,6,6,3810000,400000,0,0,0,0,0, ,0,0,0,0,4210000,1,1,33,4,4210000,13,667,1,2010
52,65,1,1,2,2,1,6,1,2,1,1,6, , , ,1, ,6,6,6,6, , ,6,6,3,1,7,2,4,1,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,812,1,2010
52,65,1,1,3,3,1,6,5,3,1,1,8,20, ,16,6,2,1, , , , , , , , , , , , , , ,5,8,1, , ,2,0,9,6,6,400000,1,0,200000,1,3,6, , , , , , , , , ,6, , ,6,1120000,0,0,0,0,0,0, ,0,0,0,0,1120000,1,5,66,4,1120000,6,855,1,2010
52,65,1,1,4,5,1,6,5,3,1,1,5,2,3, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,866,1,2010
53,3,1,1,1,1,1,1,1,1,1,1,12,20, ,1,6,5,1, , , , , , , , , , , , , , ,6,8,1, , ,26,0,1,6,4, , , , , , ,1,5,5, ,6, , , , ,0,1,5,6,6,300000,1500000,0,0,0,0,0, ,0,0,0,0,1800000,1,1,48,2,1800000,10,586,1,2010
53,3,1,1,2,2,1,6,1,1,1,1,12,20, ,1,6,5,1, , , , , , , , , , , , , , ,5,5,1, , ,26,0,2,6,5, , , , , , ,6, , , , , , , , , ,1,5,6,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,30,2,0,10,574,1,2010
53,3,1,1,3,3,1,1,5,1,1,1,6,20, ,2,6,5,1, , , , , , , , , , , , , , ,9,5,1, , ,26,0,2,6,2,1000000,6, , ,6,3,6, , , , , , , , , ,1,1,6,1,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,1,36,2,1000000,7,730,1,2010
53,3,1,1,4,3,1,6,5,1,1,1,12,13,2, ,6,5,1, , , , , , , , , , , , , , ,5,8,1, , ,6,0,1,6,4, , , , , , ,6, , , , , , , , , ,3,1,6,1,150000,0,0,0,0,0,0, ,0,0,0,0,150000,1,1,47,2,150000,5,587,1,2010
53,3,1,1,5,3,1,1,5,1,1,1,11,4,2, ,1, ,1, , , , , , , , , , , , , , ,7,5,1, , ,1,0,1,6,4, , , , , , ,1,9,5, ,6, , , , ,0,1,1,6,6,200000,0,0,0,0,0,0, ,0,0,0,0,200000,1,1,9,2,200000,4,585,1,2010
53,37,1,1,1,1,1,1,1,1,1,1,2, , , ,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,17,0,9,6,6,1200000,6, , ,1,1,6, , , , , , , , , ,6, , ,6,1350000,0,0,0,0,0,0, ,0,0,0,0,1350000,1,1,84,4,1350000,12,598,1,2010
53,37,1,1,2,2,1,6,1,3,6,1,0, , , ,1, ,6,6,6,6, , ,6,6,3,1,5,5,2,2,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,12,542,1,2010
53,37,1,1,3,3,1,1,5,2,1,1,9,20, ,16,6,2,1, , , , , , , , , , , , , , ,4,2,1, , ,16,0,4,1,2,9999999999,6, , ,6,9,6, , , , , , , , , ,6, , ,1,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,36,4,9999999999,7,730,1,2010
53,37,1,1,4,3,1,1,5,2,1,1,8,20, ,16,6,1,1, , , , , , , , , , , , , , ,9,8,1, , ,1,0,9,6,6,450000,6, , ,1,3,6, , , , , , , , , ,2,1,1,1,490000,0,0,0,0,0,0, ,0,0,0,0,490000,1,4,24,4,490000,5,556,1,2010
53,37,1,1,5,3,1,6,5,2,1,1,8,20, ,2,6,1,1, , , , , , , , , , , , , , ,9,8,1, , ,18,0,9,6,6,720000,6, , ,1,3,6, , , , , , , , , ,2,1,6,6,912000,0,0,0,0,0,0, ,0,0,200000,0,1112000,1,5,66,4,912000,7,730,1,2010
53,37,1,1,6,5,1,6,5,2,1,1,6,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,598,1,2010
53,37,1,1,7,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,860,1,2010
53,37,1,1,8,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,860,1,2010
53,37,1,1,9,3,1,6,5,2,1,1,7,20, ,15,6,1,1, , , , , , , , , , , , , , ,9,8,1, , ,16,0,9,6,6,720000,6, , ,1,3,6, , , , , , , , , ,2,1,6,6,912000,0,0,0,0,0,0, ,0,0,0,0,912000,1,5,73,4,912000,7,730,1,2010
53,37,1,1,10,5,1,1,5,3,1,1,6,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,548,1,2010
53,37,1,1,11,5,1,6,5,3,1,1,5,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,598,1,2010
53,37,1,1,12,5,1,6,5,3,1,1,4,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,598,1,2010
53,37,1,1,13,5,1,6,5,3,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,682,1,2010
53,37,1,1,14,5,1,6,5,3,6,1,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,682,1,2010
53,37,1,1,15,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,784,1,2010
53,37,1,1,16,3,1,6,5,2,1,1,12,20, ,1,6,1,6,6,1, ,1,1, ,1, ,1,9,8,6,9,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,450000,450000,2,2, ,4, ,6,590,1,2010
53,37,1,1,17,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,860,1,2010
53,51,1,1,1,1,1,1,2,2,1,1,10,20, ,16,6,2,1, , , , , , , , , , , , , , ,7,2,1, , ,15,0,5,1,2,1275022,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1275022,0,0,0,0,0,0, ,0,0,0,0,1275022,1,1,64,2,1275022,8,801,1,2010
53,51,1,1,2,2,1,6,2,2,1,1,12,20, ,1,1, ,6,6,6,6, , ,6,1, ,1,9,2,2,4,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,8,739,1,2010
53,51,1,1,3,3,1,1,5,2,1,1,12,17,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,585,1,2010
53,51,1,1,4,3,1,6,5,2,1,1,11,3,1, ,1, ,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,551,1,2010
53,51,1,1,5,3,1,1,5,2,1,1,4,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,548,1,2010
53,52,1,1,1,1,1,1,1,2,1,1,11,20, ,1,6,2,6,6,1, ,3,1, ,1, ,1,6,8,2,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,2, ,9,663,1,2010
53,52,1,1,2,2,1,6,1,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,0,6,3,6,2,0,6, , ,6,3,6, , , , , , , , , ,1,1,6,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,5,58,2,0,8,739,1,2010
53,52,1,1,3,3,1,1,5,2,1,1,11,3,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,585,1,2010
53,52,1,1,4,3,1,1,5,2,1,1,6,2,1, ,6,2,6,6,6,6, , ,7,6,4,1,9,1,2,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,548,1,2010
53,52,1,1,5,3,1,6,5,2,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,682,1,2010
53,52,1,1,6,3,1,6,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,682,1,2010
53,52,1,1,7,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,860,1,2010
53,62,1,1,1,1,1,1,1,2,1,1,8,20, ,1,6,3,1, , , , , , , , , , , , , , ,5,8,1, , ,12,0,2,6,4, , , , , , ,1,5,8, ,6, , , , ,0,6, , ,1,2000000,320000,0,0,0,0,9999999999,4,0,0,0,0,9999999999,1,1,68,3,2320000,10,586,1,2010
53,62,1,1,2,3,1,1,5,2,1,1,11,4,1, ,6,3,1, , , , , , , , , , , , , , ,9,7,1, , ,0,0,7,6,1,0,6, , ,6,2,1,5,8, ,6,200000,0,0,3,0,1,1,6,1,0,200000,0,0,0,0,0, ,0,0,0,0,200000,1,5,40,3,200000,4,585,1,2010
53,62,1,1,3,3,1,6,5,2,1,1,9,3,1, ,1, ,6,6,6,6, , ,7,6,4,1,5,5,2,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,4,551,1,2010
53,62,1,1,4,3,1,1,5,2,1,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,654,1,2010
53,62,1,1,5,3,1,6,5,5,6,6,0, , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,682,1,2010
53,65,1,1,1,1,1,1,2,2,1,1,8, , , ,1, ,1, , , , , , , , , , , , , , ,7,5,1, , ,18,0,2,6,3, , , , , , ,6, , , , , , , , , ,1,5,6,6,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,1,59,2,800000,12,598,1,2010
53,65,1,1,2,2,1,6,2,2,1,1,6,20, ,6,6,1,1, , , , , , , , , , , , , , ,5,8,1, , ,5,0,9,6,6,300000,6, , ,1,3,6, , , , , , , , , ,1,1,6,6,440000,0,0,0,0,0,0, ,0,0,0,0,440000,1,5,30,2,440000,10,574,1,2010
53,65,1,1,3,3,1,1,5,2,1,1,12,20, ,1,6,1,1, , , , , , , , , , , , , , ,9,5,1, , ,1,0,2,6,2,200000,6, , ,1,3,6, , , , , , , , , ,2,7,6,6,320000,0,0,0,0,0,0, ,0,0,0,0,320000,1,5,59,2,320000,4,585,1,2010
53,65,1,1,4,3,1,1,5,2,1,1,11,3,1, ,6,1,1, , , , , , , , , , , , , , ,9,2,1, , ,1,0,2,6,2,120000,6, , ,6,3,6, , , , , , , , , ,2,7,6,6,120000,0,0,0,0,0,0, ,0,0,0,0,120000,1,1,18,2,120000,4,585,1,2010
53,65,1,1,5,3,1,1,5,2,1,1,5,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,548,1,2010
53,77,1,1,1,1,1,1,1,3,1,1,8,20, ,19,6,2,1, , , , , , , , , , , , , , ,9,4,1, , ,30,0,1,6,4, , , , , , ,1,9,5, ,6, , , , ,0,2,10,6,1,250000,600000,0,0,0,0,0, ,0,0,0,0,850000,1,1,12,2,850000,9,663,1,2010
53,77,1,1,2,2,1,6,1,3,1,1,12,20, ,16,1, ,1, , , , , , , , , , , , , , ,9,5,1, , ,5,0,1,6,4, , , , , , ,1,5,8, ,6, , , , ,0,2,1,1,1,500000,200000,0,0,0,0,0, ,0,0,0,0,700000,1,4,12,2,700000,7,730,1,2010
53,77,1,1,3,3,1,1,5,3,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,654,1,2010
53,77,1,1,4,3,1,6,5,3,6,1,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,682,1,2010
53,79,1,1,1,1,1,1,1,2,1,1,6,20, ,1,1, ,6,1, , , , , , , , , , , , , ,7,8,3,8,23,20,0,8,1,1,1100000,1,120000,0,6,1,6, , , , , , , , , ,1,6,1,1,1220000,0,0,0,0,0,0, ,0,0,0,0,1220000,1,4,23,2,1220000,10,586,1,2010
53,79,1,1,2,2,1,6,1,1,1,1,9,20, ,2,1, ,1, , , , , , , , , , , , , , ,5,8,1, , ,22,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,1,6,6,1800000,0,0,0,0,0,0, ,0,0,0,0,1800000,1,1,35,2,1800000,9,817,1,2010
53,79,1,1,3,3,1,6,5,3,1,1,8,2,1, ,6,2,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,598,1,2010
53,80,1,1,1,1,1,1,1,1,1,1,6,20, ,2,1, ,1, , , , , , , , , , , , , , ,8,8,3,13,30,21,0,9,6,6,400000,6, , ,1,3,6, , , , , , , , , ,3,1,6,1,500000,0,0,0,0,0,0, ,0,0,0,0,500000,1,5,30,2,500000,8,801,1,2010
53,80,1,1,2,2,1,6,1,3,1,1,12,17,1, ,6,1,1, , , , , , , , , , , , , , ,5,8,1, , ,10,0,8,1,1,1183445,6, , ,6,1,6, , , , , , , , , ,6, , ,1,1183445,0,0,0,0,0,0, ,0,0,0,0,1183445,1,1,30,2,1183445,8,739,1,2010
53,80,1,1,3,3,1,1,5,2,1,1,9,3,1, ,6,1,6,6,1, ,3,1, ,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,7, ,2, ,4,585,1,2010
53,80,1,1,4,3,1,6,5,2,1,1,6,2,1, ,6,1,6,6,6,6, , ,7,6,4,1,9,8,6,9,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,35000,35000,3,3, ,2, ,3,598,1,2010
53,80,1,1,5,3,1,1,5,2,1,1,3,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,548,1,2010
53,81,1,1,1,1,1,6,2,2,6,6,0, , , ,1, ,6,6,6,6, , ,17,6,11,1,7,2,4,1,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,150000,0,0,0, ,0,0,0,120000,270000,3,3, ,5, ,11,504,1,2010
53,81,1,1,2,2,1,1,2,1,6,1,0, , , ,6,1,1, , , , , , , , , , , , , , ,5,5,1, , ,5,0,1,6,4, , , , , , ,6, , , , , , , , , ,2,1,1,1,120000,0,0,0,0,0,0, ,0,0,0,0,120000,1,4,8,5,120000,13,460,1,2010
53,81,1,1,3,3,1,1,5,3,1,1,9,20, ,15,6,2,1, , , , , , , , , , , , , , ,3,8,1, , ,0,0,5,6,2,0,6, , ,6,2,6, , , , , , , , , ,6, , ,1,0,0,0,0,0,0,0, ,0,0,0,80000,80000,1,4,8,5,0,4,585,1,2010
53,81,1,1,4,3,1,6,5,3,1,1,6,20, ,13,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,0,1,1,6,4, , , , , , ,6, , , , , , , , , ,3,1,1,1,120000,0,0,0,0,0,0, ,0,0,0,0,120000,1,4,16,5,120000,8,739,1,2010
53,81,1,1,5,5,1,1,5,3,1,1,7,2,1, ,6,3,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,200000,0, ,0,0,0,0,200000,3,3, ,5, ,3,548,1,2010
53,81,1,1,6,10,1,6,5,2,6,1,3, , , ,6,9,1, , , , , , , , , , , , , , ,9,8,1, , ,35,0,9,6,6,360000,6, , ,1,3,6, , , , , , , , , ,6, , ,1,600000,0,0,0,0,0,0, ,0,0,0,0,600000,1,5,30,5,600000,12,542,1,2010
53,81,1,1,7,10,1,1,5,1,1,1,4,20, ,2,6,8,6,6,6,6, , ,17,1, ,1,5,5,4,1,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,2640000,2640000,3,3, ,5, ,7,730,1,2010
53,81,1,1,8,10,1,1,5,1,6,1,0,20, ,16,6,9,6,6,6,1,3,6,1,6,1,1,9,4,2,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,5, ,6,517,1,2010
53,81,1,1,9,10,1,1,5,3,1,1,10,20, ,15,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,11,0,1,6,4, , , , , , ,1,3,8, ,6,480000,0,0,2,0,2,8,6,1,600000,480000,0,0,0,0,0, ,0,0,0,0,1080000,1,1,36,5,1080000,6,517,1,2010
54,1,1,1,1,1,1,6,1,1,1,1,6,20, ,2,1, ,6,6,6,6, , ,6,6,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,9,1253,1,2010
54,1,1,1,2,3,1,1,5,3,1,1,12,20, ,1,1, ,1, , , , , , , , , , , , , , ,9,2,1, , ,2,0,4,6,2,1000000,6, , ,6,3,6, , , , , , , , , ,3,1,6,1,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,5,54,4,1000000,5,852,1,2010
54,1,1,1,3,3,1,1,5,1,1,1,11,20, ,2,6,1,1, , , , , , , , , , , , , , ,9,6,1, , ,0,2,2,6,2,2000000,6, , ,1,2,6, , , , , , , , , ,3,1,6,1,2300000,0,0,0,0,0,0, ,0,0,0,0,2300000,1,1,72,4,2300000,5,852,1,2010
54,1,1,1,4,3,1,1,5,3,1,1,12,17,1, ,6,1,6,6,6,6, , ,7,2, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,896,1,2010
54,1,1,1,5,3,1,1,5,3,1,1,9,4,1, ,6,1,6,6,6,6, , ,7,2, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,840,1,2010
54,1,1,1,6,3,1,6,5,3,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,1045,1,2010
54,1,1,1,7,9,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1201,1,2010
54,21,1,1,1,1,1,6,6,2,1,1,6, , , ,6,3,1, , , , , , , , , , , , , , ,5,8,1, , ,10,0,9,6,6,300000,6, , ,1,3,1,9,8, ,6,540000,0,0,3,0,2,6,6,6,780000,540000,0,0,0,0,0, ,0,0,0,0,1320000,1,1,30,3,1320000,11,772,1,2010
54,21,1,1,2,3,1,1,5,3,1,1,6,20, ,2,6,3,6,6,6,6, , ,12,6,6,1,9,5,2,5,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,6,793,1,2010
54,21,1,1,3,3,1,1,5,3,1,1,9,3,1, ,1, ,6,6,6,6, , ,16,1, ,1,9,5,2,6,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,4,896,1,2010
54,45,1,1,1,1,1,6,1,3,1,1,12, , , ,1, ,1, , , , , , , , , , , , , , ,1,5,1, , ,3,0,1,6,4, , , , , , ,6, , , , , , , , , ,2,7,6,6,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,1,105,3,1000000,11,772,1,2010
54,45,1,1,2,3,1,1,5,3,1,1,12,16,1, ,6,1,1, , , , , , , , , , , , , , ,5,8,1, , ,3,0,10,1,1,1183446,1,330000,0,1,1,6, , , , , , , , , ,6, , ,6,2113446,0,0,0,0,0,0, ,0,0,0,0,2113446,1,1,56,3,2113446,5,852,1,2010
54,48,1,1,1,1,1,6,4,1,1,1,2, , , ,6,3,6,6,6,6, , ,12,6,6,1,5,5,4,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,250000,0, ,0,950000,0,0,1200000,3,3, ,4, ,13,729,1,2010
54,48,1,1,2,3,1,1,5,1,1,1,11,20, ,2,6,3,6,6,1, ,1,1, ,1, ,1,9,4,2,10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,500000,500000,2,2, ,4, ,8,1228,1,2010
54,48,1,1,3,3,1,6,2,1,1,1,9,20, ,15,1, ,6,6,1, ,3,1, ,1, ,1,9,8,6,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,400000,0, ,0,0,0,150000,550000,2,2, ,4, ,10,880,1,2010
54,48,1,1,4,5,1,1,5,1,1,1,14,20, ,2,6,3,1, , , , , , , , , , , , , , ,7,8,1, , ,3,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,1,1,1,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,4,24,4,800000,6,793,1,2010
54,48,1,1,5,5,1,1,5,2,1,1,5,2,1, ,6,3,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,840,1,2010
54,48,1,1,6,5,1,1,5,1,1,1,10,20, ,2,6,3,1, , , , , , , , , , , , , , ,9,8,1, , ,0,6,10,1,2,1275022,6, , ,6,2,6, , , , , , , , , ,2,3,6,6,1275022,0,0,0,0,0,0, ,0,0,0,0,1275022,1,1,77,4,1275022,5,852,1,2010
54,53,1,1,1,1,1,6,5,2,1,1,6,20, ,2,6,2,1, , , , , , , , , , , , , , ,9,8,1, , ,17,0,9,6,6,480000,1,0,300000,1,3,1,9,8, ,6,100000,0,0,3,1,6, , ,6,1280000,100000,160000,0,0,0,0, ,0,0,0,0,1540000,1,1,44,3,1380000,9,1253,1,2010
54,53,1,1,2,3,1,6,5,2,1,1,11,3,2, ,1, ,6,6,6,6, , ,7,2, ,1,5,8,6,9,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,4,845,1,2010
54,53,1,1,3,3,1,6,5,2,1,1,5,2,1, ,6,2,6,6,6,6, , ,7,6,10,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,150000,0, ,0,0,0,0,150000,3,3, ,3, ,3,917,1,2010
54,53,1,1,4,3,1,1,5,2,1,1,5,2,1, ,6,2,6,6,6,6, , ,7,2, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,3,840,1,2010
54,53,1,1,5,3,1,1,5,2,6,6,0, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1002,1,2010
54,58,1,1,1,1,1,1,1,1,1,1,4,20, ,2,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,30,0,2,1,2,0,6, , ,6,3,6, , , , , , , , , ,6, , ,6,0,0,0,0,0,0,0, ,0,0,0,2200000,2200000,1,5,55,5,0,10,898,1,2010
54,58,1,1,2,10,1,1,5,3,1,1,11,20, ,2,1, ,6,6,6,6, , ,17,6,11,1,7,2,2,2,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,1800000,1800000,3,3, ,5, ,5,852,1,2010
54,58,1,1,3,10,1,1,5,1,1,1,3,20, ,1,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,0,2,2,1,2,1700000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,2560000,0,0,0,0,0,0, ,0,0,0,0,2560000,1,1,55,5,2560000,6,793,1,2010
54,58,1,1,4,10,1,1,1,1,1,1,6,20, ,2,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,0,0,2,1,2,1200000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,1620000,0,0,0,0,0,0, ,0,0,0,0,1620000,1,1,55,5,1620000,6,793,1,2010
