UPM,NVIVI,NHOGA,RONDA,LINEA,P02,P03,P04,P06,ED01,ED02,ED03,AÑOESTU,ED05,ED06,ED07,A01,A01A,A02,A03,A04,A05,A06,A08,A09,A10,A11,A12,RECA13,RECA14,A15,A16,A18,RECB01,RECB02,B04,B05,B06,B07A,B07M,B08,B10,B11,B12,B13,B14A,B14B,B15,B22,B23,RECC01,RECC02,C05,C07,C09A,C09B,C09C,C10,C11,D01,D02,D03,D04,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01GC,E01H,E01I,E01J,E01K,E01T,PEAA,PEAD,HORABH,TIPOHOGA,INGBC,EDAD_QUIN,FEX,trimestre,year
22,65,1,3,3,3,1,1,5,3,1,1,11,4,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,782,3,2010
22,65,1,3,4,3,1,1,5,3,1,1,7,2,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,736,3,2010
22,65,1,3,5,3,1,1,5,3,1,1,4,2,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,736,3,2010
22,65,1,3,6,7,1,6,4,2,1,1,12, , , ,1, ,6,6,6,6, , ,12,6,6,1,2,6,2,5,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,525,3,2010
22,65,1,3,7,11,1,6,5,2,1,1,9,8,2, ,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,3,0,9,6,6,500000,6, , ,1,3,6, , , , , , , , , ,2,5,6,6,1550000,0,0,0,0,0,0, ,0,0,0,0,1550000,1,1,71,4,1550000,5,755,3,2010
23,16,1,3,1,1,1,1,1,2,1,1,15, , , ,1, ,1, , , , , , , , , , , , , , ,3,6,1, , ,31,0,8,1,1,2500000,1,300000,0,6,1,6, , , , , , , , , ,2,7,6,6,2800000,0,0,0,0,0,0, ,0,0,0,0,2800000,1,1,40,2,2800000,12,472,3,2010
23,16,1,3,2,2,1,6,1,2,1,1,12,20, ,1,6,1,6,6,6,6, , ,6,1, ,1,2,8,1,5,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,8,485,3,2010
23,16,1,3,3,3,1,6,5,2,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,558,3,2010
23,16,1,3,4,3,1,6,5,2,1,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,558,3,2010
23,25,1,3,1,1,1,1,1,1,1,1,3, , , ,6,2,1, , , , , , , , , , , , , , ,4,6,1, , ,19,0,7,1,2,1364273,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1364273,0,0,0,0,0,0, ,0,0,0,0,1364273,1,1,66,2,1364273,13,440,3,2010
23,25,1,3,2,2,1,6,1,1,1,1,4, , , ,1, ,6,6,6,6, , ,6,6,3,1,9,8,6,9,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,13,373,3,2010
23,30,1,3,1,1,1,1,5,3,1,1,8, , , ,1, ,6,6,6,6, , ,11,6,5,1,3,8,4,1,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,100000,0, ,0,0,0,0,100000,3,3, ,3, ,12,472,3,2010
23,30,1,3,2,3,1,1,5,3,1,1,9,20, ,15,6,1,1, , , , , , , , , , , , , , ,5,5,1, , ,1,11,4,1,2,1364273,6, , ,6,1,6, , , , , , , , , ,1,12,6,6,1364273,0,0,0,0,0,0, ,0,0,0,0,1364273,1,1,72,3,1364273,5,400,3,2010
23,37,1,3,5,1,1,6,5,1,1,1,6,20, ,15,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,0,3,9,6,6,300000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,400000,0,0,0,0,0,0, ,0,0,350000,0,750000,1,5,36,3,400000,6,440,3,2010
23,37,1,3,6,3,1,6,5,1,1,1,5,2,1, ,6,5,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,3,388,3,2010
23,37,1,3,7,3,1,6,5,1,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,558,3,2010
23,37,1,3,8,3,1,6,5,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,558,3,2010
23,44,1,3,1,1,1,1,1,2,1,1,9, , , ,6,2,1, , , , , , , , , , , , , , ,7,2,3,1,30,45,0,3,6,2,100000,6, , ,6,3,6, , , , , , , , , ,1,1,6,6,100000,0,0,0,0,0,0, ,0,0,0,0,100000,1,5,30,2,100000,13,306,3,2010
23,44,1,3,2,2,1,6,1,2,1,1,6, , , ,1, ,6,6,6,6, , ,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,13,298,3,2010
23,45,1,3,1,1,1,1,1,2,1,1,6,20, ,2,6,2,1, , , , , , , , , , , , , , ,1,5,1, , ,10,0,2,6,4, , , , , , ,1,5,5, ,6, , , , ,0,1,1,6,6,1000000,500000,0,0,0,0,0, ,0,0,0,0,1500000,1,1,42,2,1500000,8,557,3,2010
23,45,1,3,2,2,1,6,1,2,1,1,12,20, ,2,1, ,1, , , , , , , , , , , , , , ,1,5,1, , ,10,0,2,6,4, , , , , , ,1,5,5, ,6, , , , ,0,1,1,6,6,1000000,500000,0,0,0,0,0, ,0,0,0,0,1500000,1,1,35,2,1500000,8,485,3,2010
23,45,1,3,3,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,600,3,2010
23,55,1,3,1,1,1,1,2,2,1,1,15,20, ,17,6,2,1, , , , , , , , , , , , , , ,7,4,3,1,50,27,0,2,6,3, , , , , , ,6, , , , , , , , , ,1,1,6,1,1500000,0,0,0,0,0,0, ,0,0,0,0,1500000,1,1,50,2,1500000,11,370,3,2010
23,55,1,3,2,2,1,6,2,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,7,2,2, ,25,0,2,3,6,2,800000,6, , ,6,3,1,9,8, ,6,560000,0,0,3,0,1,10,6,1,800000,560000,0,0,0,0,0, ,0,0,0,0,1360000,1,1,25,2,1360000,6,440,3,2010
23,55,1,3,3,3,1,1,5,3,1,1,5,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,414,3,2010
23,55,1,3,4,3,1,6,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,558,3,2010
23,58,1,3,1,1,1,1,1,2,1,1,4, , , ,6,2,1, , , , , , , , , , , , , , ,7,4,1, , ,27,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,1250000,0,0,0,0,0,0, ,0,0,0,0,1250000,1,1,61,4,1250000,12,472,3,2010
23,58,1,3,2,2,1,6,1,2,1,1,4, , , ,1, ,6,6,6,6, , ,6,6,3,1,9,8,6,9,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,12,329,3,2010
23,58,1,3,3,3,1,1,2,2,1,1,8,20, ,15,6,2,1, , , , , , , , , , , , , , ,9,5,1, , ,5,0,7,1,2,1364273,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1364273,0,0,0,0,0,0, ,0,0,0,0,1364273,1,1,66,4,1364273,7,529,3,2010
23,58,1,3,4,6,1,6,2,3,1,1,6,20, ,6,6,2,1, , , , , , , , , , , , , , ,9,8,1, , ,24,0,9,6,6,800000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,1040000,0,0,0,0,0,0, ,0,0,0,0,1040000,1,5,72,4,1040000,8,485,3,2010
23,58,1,3,5,5,1,1,5,3,1,1,7,2,1, ,6,2,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,414,3,2010
23,58,1,3,6,5,1,6,5,3,1,1,6,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,388,3,2010
23,58,1,3,7,5,1,6,5,3,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,558,3,2010
23,58,1,3,8,5,1,1,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,489,3,2010
23,70,1,3,1,1,1,1,2,2,1,1,5, , , ,1, ,1, , , , , , , , , , , , , , ,9,5,3,1,30,20,0,1,6,4, , , , , , ,6, , , , , , , , , ,2,1,1,1,200000,0,0,0,0,0,0, ,0,0,0,0,200000,1,1,30,2,200000,13,306,3,2010
23,70,1,3,2,2,1,6,2,2,6,1,1,20, ,1,6,1,6,6,6,6, , ,6,6,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,10,531,3,2010
23,70,1,3,3,3,1,6,5,2,1,1,3,2,3, ,6,1,6,6,6,6, , ,5,6,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,388,3,2010
23,70,1,3,4,3,1,6,5,2,1,1,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,558,3,2010
23,70,1,3,5,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,600,3,2010
23,72,1,3,1,1,1,6,3,2,1,1,6,20, ,2,6,2,1, , , , , , , , , , , , , , ,5,5,1, , ,10,0,2,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,1500000,0,0,0,0,0,0, ,0,0,0,0,1500000,1,1,60,3,1500000,9,587,3,2010
23,72,1,3,2,3,1,6,5,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,9,5,1, , ,0,3,2,6,5, , , , , , ,6, , , , , , , , , ,1,11,6,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,60,3,0,5,425,3,2010
23,72,1,3,3,3,1,6,5,2,1,1,7,20, ,1,6,2,1, , , , , , , , , , , , , , ,9,5,1, , ,0,3,2,6,5, , , , , , ,6, , , , , , , , , ,2,11,6,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,60,3,0,4,389,3,2010
23,72,1,3,4,3,1,1,5,2,1,1,6,2,1, ,6,2,1, , , , , , , , , , , , , , ,9,5,1, , ,0,3,2,6,5, , , , , , ,6, , , , , , , , , ,6, , ,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,10,3,0,3,414,3,2010
23,72,1,3,5,3,1,6,5,2,1,1,3,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,3, ,3,388,3,2010
23,72,1,3,6,3,1,1,5,2,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,489,3,2010
23,73,1,3,1,1,1,1,2,2,1,1,12,20, ,2,6,2,1, , , , , , , , , , , , , , ,7,2,1, , ,6,0,4,6,2,1600000,6, , ,6,3,6, , , , , , , , , ,1,1,6,1,1600000,0,0,0,0,0,0, ,0,0,0,0,1600000,1,1,55,2,1600000,5,400,3,2010
23,73,1,3,2,2,1,6,2,2,1,1,14,20, ,1,1, ,1, , , , , , , , , , , , , , ,5,8,1, , ,2,6,3,6,2,600000,6, , ,6,3,1,5,8, ,6, , , , ,0,2,1,6,1,600000,450000,0,0,0,0,0, ,0,0,0,0,1050000,1,1,40,2,1050000,5,425,3,2010
23,74,1,3,1,1,1,1,2,2,1,1,8,20, ,16,1, ,1, , , , , , , , , , , , , , ,5,8,1, , ,1,0,6,6,2,960000,6, , ,1,3,6, , , , , , , , , ,3,6,6,1,1080000,0,0,0,0,0,0, ,0,0,0,0,1080000,1,1,33,2,1080000,6,405,3,2010
23,74,1,3,2,2,1,6,2,3,1,1,12,20, ,15,1, ,6,6,6,6, , ,16,1, ,1,9,5,2,2,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,5,425,3,2010
23,74,1,3,3,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,579,3,2010
23,74,1,3,4,3,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,600,3,2010
23,74,2,3,1,1,1,1,2,2,1,1,9,20, ,16,6,3,1, , , , , , , , , , , , , , ,5,5,3,5,84,1,0,3,1,2,1364273,1,380000,0,6,1,6, , , , , , , , , ,2,9,1,6,1744273,0,0,0,0,0,0, ,0,0,0,0,1744273,1,1,84,4,1744273,5,400,3,2010
23,74,2,3,2,2,1,6,2,3,1,1,12,20, ,1,1, ,6,6,1, ,3,1, ,1, ,1,4,5,2,8,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,5,425,3,2010
23,74,2,3,3,7,1,6,3,2,1,1,7, , , ,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,4,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,6,6,1,400000,0,0,0,0,0,0, ,0,0,0,0,400000,1,1,30,4,400000,11,346,3,2010
23,77,1,3,3,1,1,6,3,2,1,1,3, , , ,1, ,6,6,6,6, , ,14,6,8,1,8,2,2,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,1408864,0,0,0,1408864,3,3, ,1, ,13,298,3,2010
23,79,1,3,1,1,1,1,3,2,1,1,6, , , ,6,30,1, , , , , , , , , , , , , , ,8,5,1, , ,4,0,10,1,2,1364274,6, , ,6,2,6, , , , , , , , , ,6, , ,6,1364274,0,0,0,0,0,0, ,0,0,0,0,1364274,1,1,66,3,1364274,11,370,3,2010
23,79,1,3,2,3,1,1,5,2,1,1,12,20, ,2,6,30,1, , , , , , , , , , , , , , ,5,5,1, , ,2,0,10,1,2,1364274,6, , ,6,2,6, , , , , , , , , ,6, , ,6,1364274,0,0,0,0,0,0, ,0,0,0,0,1364274,1,1,36,3,1364274,5,400,3,2010
26,1,1,3,1,1,1,6,5,3,1,1,16,17,1, ,1, ,1, , , , , , , , , , , , , , ,2,8,1, , ,10,0,7,1,1,2352000,6, , ,1,1,1,2,8, ,1,2172000,0,0,2,1,3,1,6,6,2752000,2172000,800000,0,0,0,0, ,0,0,0,1150000,6874000,1,1,30,1,4924000,7,918,3,2010
26,13,1,3,1,1,1,1,1,3,1,1,6,20, ,16,6,2,1, , , , , , , , , , , , , , ,3,4,1, , ,2,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,3500000,0,0,0,0,0,0, ,0,0,0,0,3500000,1,1,66,2,3500000,6,681,3,2010
26,13,1,3,2,2,1,6,1,3,1,1,12,20, ,15,1, ,6,6,6,6, , ,6,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,6,739,3,2010
26,13,1,3,3,3,1,1,5,3,1,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,821,3,2010
26,13,1,3,4,3,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,972,3,2010
26,20,1,3,1,1,1,1,1,1,1,1,5,20, ,1,1, ,6,6,6,6, , ,9,1, ,1,3,8,2,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,11,621,3,2010
26,20,1,3,2,2,1,6,1,1,1,1,1, , , ,1, ,6,6,6,6, , ,6,1, ,1,9,8,4,1,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,1120000,1120000,3,3, ,4, ,11,581,3,2010
26,20,1,3,3,3,1,6,5,2,1,1,12,20, ,1,6,2,1, , , , , , , , , , , , , , ,1,5,3,8,77,0,1,7,1,2,1364602,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1364602,0,0,0,0,0,0, ,0,0,0,0,1364602,1,1,77,4,1364602,6,739,3,2010
26,20,1,3,4,3,1,1,2,2,1,1,8,20, ,1,1, ,1, , , , , , , , , , , , , , ,4,8,3,8,36,0,11,6,6,1,900000,6, , ,6,2,1,3,8, ,6,400000,120000,0,2,0,1,11,6,1,900000,520000,0,0,0,0,0, ,0,0,0,0,1420000,1,1,36,4,1420000,5,672,3,2010
26,20,1,3,5,6,1,6,2,2,1,1,12,17,2, ,1, ,6,6,6,6, , ,7,1, ,1,9,8,6,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,654,3,2010
26,21,1,3,1,1,1,1,5,1,1,1,7,20, ,1,1, ,1, , , , , , , , , , , , , , ,9,2,1, , ,15,0,7,1,2,1275022,6, , ,6,1,6, , , , , , , , , ,1,11,6,1,1425022,0,0,0,0,0,0, ,0,0,0,0,1425022,1,1,48,1,1425022,8,935,3,2010
26,31,1,3,1,1,1,6,5,2,1,1,15, , , ,1, ,6,6,6,6, , ,14,6,8,1,2,8,1,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,1800000,0,0,0,1800000,3,3, ,4, ,13,514,3,2010
26,31,1,3,2,7,1,6,4,1,1,1,3, , , ,6,1,6,6,6,6, , ,12,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,496,3,2010
26,31,1,3,3,9,1,1,5,2,1,1,9,3,1, ,6,1,6,6,6,6, , ,2,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,739,3,2010
26,34,1,3,1,1,1,1,5,1,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,7,2,1, , ,30,0,2,6,2,600000,6, , ,1,3,6, , , , , , , , , ,1,2,6,6,1080000,0,0,0,0,0,0, ,0,0,0,0,1080000,1,5,66,1,1080000,10,757,3,2010
26,46,1,3,1,1,1,1,1,1,1,1,6,20, ,2,6,2,1, , , , , , , , , , , , , , ,8,4,1, , ,10,0,3,1,2,1400000,1,107000,0,6,2,6, , , , , , , , , ,1,11,6,1,1807000,0,0,0,0,0,0, ,0,0,0,0,1807000,1,1,60,2,1807000,9,726,3,2010
26,46,1,3,2,2,1,6,1,3,1,1,10,20, ,15,1, ,1, , , , , , , , , , , , , , ,1,5,1, , ,1,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,11,6,6,2000000,0,0,0,0,0,0, ,0,0,0,0,2000000,1,1,110,2,2000000,6,739,3,2010
26,48,1,3,1,1,1,1,2,1,1,1,6,20, ,1,6,2,1, , , , , , , , , , , , , , ,7,2,1, , ,24,0,2,6,2,1000000,6, , ,6,3,6, , , , , , , , , ,1,6,6,1,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,5,50,2,1000000,9,726,3,2010
26,48,1,3,2,2,1,6,2,1,6,1,1,20, ,1,1, ,6,6,6,6, , ,6,6,3,1,9,8,6,9,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,7,918,3,2010
26,48,1,3,3,3,1,6,5,1,6,1,2,20, ,13,6,2,6,6,6,6, , ,16,6,10,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,651,3,2010
26,48,1,3,4,3,1,6,5,1,1,1,2,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,651,3,2010
26,50,1,3,1,1,1,1,1,1,1,1,6, , , ,6,2,6,6,6,6, , ,11,6,5,1,7,2,2,2,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,514,3,2010
26,50,1,3,2,2,1,6,1,1,1,1,2, , , ,1, ,6,6,6,6, , ,6,6,3,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,500,3,2010
26,50,1,3,6,3,1,1,5,1,1,1,6,20, ,1,6,2,1, , , , , , , , , , , , , , ,7,2,1, , ,7,0,2,6,2,480000,6, , ,6,3,6, , , , , , , , , ,6, , ,6,480000,0,0,0,0,0,0, ,0,0,0,0,480000,1,5,60,4,480000,4,739,3,2010
26,50,1,3,7,5,1,1,5,1,1,1,6,20, ,1,6,2,6,6,6,6, , ,17,1, ,1,9,2,2,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,80000,80000,3,3, ,4, ,4,739,3,2010
26,53,1,3,1,1,1,6,2,2,1,1,6,20, ,1,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,0,1,9,6,6,400000,6, , ,1,3,6, , , , , , , , , ,3,1,6,6,760000,0,0,0,0,0,0, ,0,0,0,0,760000,1,5,48,2,760000,7,918,3,2010
26,53,1,3,2,3,1,6,5,2,1,1,6,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,651,3,2010
26,53,1,3,3,3,1,6,5,2,1,1,3,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,651,3,2010
26,53,1,3,4,3,1,1,5,1,6,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,821,3,2010
26,53,1,3,5,2,1,1,2,2,1,1,6,20, ,1,6,1,1, , , , , , , , , , , , , , ,9,6,1, , ,0,1,2,6,4, , , , , , ,6, , , , , , , , , ,1,1,1,1,1200000,0,0,0,0,0,0, ,0,0,0,0,1200000,1,1,56,2,1200000,7,888,3,2010
26,55,1,3,1,1,1,1,2,2,1,1,9,20, ,16,1, ,6,6,6,6, , ,2,1, ,1,5,5,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,10,757,3,2010
26,55,1,3,2,2,1,6,2,2,6,6,0, , ,1,6,1,1, , , , , , , , , , , , , , ,9,6,1, , ,8,0,7,6,2,600000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,1050000,0,0,0,0,0,0, ,0,0,0,0,1050000,1,5,60,2,1050000,8,815,3,2010
26,55,1,3,3,3,1,6,5,2,1,1,10,3,1, ,6,1,1, , , , , , , , , , , , , , ,9,6,1, , ,0,5,7,6,2,420000,6, , ,1,3,6, , , , , , , , , ,6, , ,6,870000,0,0,0,0,0,0, ,0,0,0,0,870000,1,5,54,2,870000,4,654,3,2010
26,55,1,3,4,3,1,6,5,2,1,1,7,2,1, ,6,1,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,654,3,2010
26,55,1,3,5,3,1,1,5,2,1,1,4,2,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,695,3,2010
26,55,1,3,6,3,1,1,5,2,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,821,3,2010
26,56,1,3,1,1,1,6,1,1,1,1,4, , , ,1, ,1, , , , , , , , , , , , , , ,1,5,1, , ,20,0,2,6,4, , , , , , ,6, , , , , , , , , ,3,11,6,1,280000,0,0,0,0,0,300000,1,0,0,0,0,580000,1,1,91,2,280000,12,553,3,2010
26,56,1,3,2,2,1,1,1,1,1,1,4, , , ,6,1,1, , , , , , , , , , , , , , ,5,7,1, , ,2,0,7,1,2,1364602,6, , ,6,2,6, , , , , , , , , ,6, , ,6,1564602,0,0,0,0,0,0, ,0,0,0,0,1564602,1,1,84,2,1564602,13,514,3,2010
26,56,1,3,3,3,1,1,5,2,1,1,6,20, ,1,6,1,1, , , , , , , , , , , , , , ,9,6,1, , ,0,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,60000,0,0,0,0,0,0, ,0,0,0,0,60000,1,1,55,2,60000,4,739,3,2010
26,56,1,3,4,3,1,6,5,2,1,1,6,20, ,13,6,1,1, , , , , , , , , , , , , , ,5,5,1, , ,6,0,1,6,5, , , , , , ,6, , , , , , , , , ,3,11,6,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,77,2,0,4,654,3,2010
27,19,1,3,1,1,1,6,3,3,1,1,9, , , ,6,2,6,6,6,6, , ,6,1, ,1,9,8,6,9,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,12,407,3,2010
